Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Year
Jordan Bell,25,MIN,C,27,0,235,6.3,11.9,.533,0.4,1.8,.222,5.9,10.1,.588,.550,3.4,5.7,.586,5.5,9.9,15.4,2.8,0.4,2.0,3.6,3.4,16.4,108,112,,2019-2020
Jordan Bell,25,MEM,C,2,0,21,6.7,15.6,.429,4.4,6.7,.667,2.2,8.9,.250,.571,4.4,4.4,1.000,4.4,2.2,6.7,4.4,2.2,0.0,6.7,4.4,22.2,103,113,,2019-2020
Jusuf Nurkić,25,POR,C,8,8,253,10.2,20.5,.495,0.4,1.9,.200,9.8,18.6,.525,.505,5.8,6.6,.886,4.3,11.1,15.4,6.0,2.1,3.0,3.6,7.3,26.6,116,108,,2019-2020
Evan Turner,31,ATL,SG,19,0,251,4.6,12.4,.373,0.0,0.9,.000,4.6,11.5,.403,.373,2.2,2.6,.857,1.5,5.6,7.1,7.1,1.7,1.5,4.8,3.7,11.5,84,115,,2019-2020
Derrick Walton,24,2TM,PG,26,1,248,3.4,7.5,.462,1.9,4.6,.417,1.5,2.9,.533,.590,1.3,1.7,.778,0.4,2.7,3.1,5.2,1.3,0.0,1.0,4.0,10.1,131,112,,2019-2020
Derrick Walton,24,LAC,PG,23,1,222,3.6,7.7,.472,1.9,4.5,.429,1.7,3.2,.533,.597,1.5,1.9,.778,0.4,2.8,3.2,4.7,0.9,0.0,0.9,4.0,10.6,133,113,,2019-2020
Derrick Walton,24,DET,PG,3,0,26,1.9,5.7,.333,1.9,5.7,.333,0.0,0.0,,.500,0.0,0.0,,0.0,1.9,1.9,9.5,5.7,0.0,1.9,3.8,5.7,117,107,,2019-2020
Bruno Caboclo,24,2TM,C,30,0,244,7.3,17.0,.427,1.1,6.3,.182,6.1,10.7,.571,.461,1.5,1.7,.889,4.4,7.1,11.5,2.3,2.9,3.2,2.5,5.9,17.2,100,105,,2019-2020
Bruno Caboclo,24,MEM,C,22,0,192,6.8,16.8,.406,1.0,6.1,.160,5.8,10.7,.545,.435,0.5,0.7,.667,4.1,6.6,10.7,2.4,2.4,2.9,1.7,5.6,15.1,97,106,,2019-2020
Bruno Caboclo,24,HOU,C,8,0,52,8.9,17.8,.500,1.8,7.1,.250,7.1,10.7,.667,.550,5.3,5.3,1.000,5.3,8.9,14.2,1.8,4.4,4.4,5.3,7.1,24.9,108,98,,2019-2020
Iman Shumpert,29,BRK,SF,13,0,241,4.1,12.6,.328,1.6,6.5,.242,2.6,6.1,.419,.391,0.8,1.4,.571,1.8,4.9,6.7,2.4,2.4,0.4,2.0,4.1,10.6,85,109,,2019-2020
Wenyen Gabriel,22,2TM,PF,30,1,235,4.3,9.8,.438,1.2,4.1,.300,3.1,5.7,.536,.500,3.1,4.5,.682,4.3,6.3,10.6,1.6,2.2,1.4,3.3,7.9,12.8,103,112,,2019-2020
Wenyen Gabriel,22,SAC,PF,11,0,61,4.8,13.5,.353,0.8,6.4,.125,4.0,7.2,.556,.382,4.8,8.0,.600,3.2,4.8,8.0,2.4,2.4,1.6,4.0,5.6,15.1,87,110,,2019-2020
Wenyen Gabriel,22,POR,PF,19,1,174,4.1,8.5,.484,1.4,3.3,.417,2.7,5.2,.526,.565,2.5,3.3,.750,4.7,6.8,11.5,1.4,2.2,1.4,3.0,8.8,12.1,112,112,,2019-2020
Justin James,23,SAC,SF,36,0,232,7.3,17.6,.417,1.9,6.1,.310,5.4,11.5,.473,.470,2.1,4.4,.476,1.3,5.4,6.7,3.8,1.3,1.9,1.7,3.6,18.6,99,112,,2019-2020
Norvel Pelle,26,PHI,C,24,0,232,5.2,10.0,.521,0.0,0.2,.000,5.2,9.8,.532,.521,1.5,2.9,.500,4.2,10.9,15.0,1.7,0.6,6.5,3.8,11.5,11.9,94,102,,2019-2020
Garrison Mathews,23,WAS,SG,18,0,227,4.9,11.5,.429,3.9,9.5,.413,1.0,2.1,.500,.598,6.4,7.0,.912,1.2,3.7,4.9,2.1,1.6,0.2,1.6,6.6,20.2,133,118,,2019-2020
T.J. Leaf,22,IND,PF,28,1,222,7.9,18.8,.419,1.1,3.9,.278,6.8,14.9,.456,.448,1.5,3.5,.438,5.0,10.5,15.5,2.0,2.2,0.9,1.7,4.8,18.4,98,105,,2019-2020
Ante Žižić,23,CLE,C,22,0,221,9.0,15.9,.569,0.0,0.0,,9.0,15.9,.569,.569,3.1,4.2,.737,4.0,10.6,14.5,1.3,1.5,1.1,2.2,5.9,21.1,116,113,,2019-2020
Tyson Chandler,37,HOU,C,26,5,219,3.0,3.8,.778,0.0,0.0,,3.0,3.8,.778,.778,1.3,2.7,.462,5.3,8.7,13.9,1.3,1.3,1.7,1.7,6.8,7.2,135,109,,2019-2020
Dion Waiters,28,2TM,SG,10,0,207,9.5,22.9,.414,3.5,10.9,.319,6.0,12.0,.500,.490,3.2,3.9,.824,0.5,5.1,5.5,4.6,0.9,1.4,3.7,4.8,25.6,98,110,,2019-2020
Dion Waiters,28,MIA,SG,3,0,42,11.6,30.2,.385,9.3,19.8,.471,2.3,10.5,.222,.538,0.0,1.2,.000,0.0,12.8,12.8,3.5,0.0,2.3,3.5,5.8,32.5,93,108,,2019-2020
Dion Waiters,28,LAL,SG,7,0,165,8.9,21.0,.425,2.0,8.6,.233,6.9,12.4,.558,.473,4.0,4.6,.875,0.6,3.2,3.7,4.9,1.2,1.2,3.7,4.6,23.9,99,110,,2019-2020
Mychal Mulder,25,GSW,SF,7,3,204,6.1,15.7,.388,3.8,12.2,.308,2.3,3.5,.667,.507,2.1,2.8,.750,0.7,4.7,5.4,1.9,0.5,0.2,1.2,4.7,18.1,104,118,,2019-2020
Nic Claxton,20,BRK,C,15,0,187,6.8,12.1,.563,0.3,1.8,.143,6.6,10.4,.634,.573,2.8,5.3,.524,4.8,6.3,11.1,4.0,0.3,2.0,2.3,3.5,16.7,118,111,,2019-2020
Cameron Payne,25,PHO,SG,8,0,183,8.5,17.6,.485,3.9,7.5,.517,4.7,10.1,.462,.596,1.6,1.8,.857,1.0,7.0,8.0,6.2,2.1,0.5,2.8,5.2,22.5,115,110,,2019-2020
John Konchar,23,MEM,SG,19,0,181,6.2,9.5,.649,1.3,2.6,.500,4.9,7.0,.704,.716,0.3,0.5,.500,4.6,7.5,12.1,5.7,1.8,0.8,1.8,1.8,13.9,140,110,,2019-2020
Ryan Broekhoff,29,DAL,SF,17,1,180,5.9,15.8,.373,5.4,13.7,.392,0.5,2.1,.250,.542,1.9,2.1,.875,1.3,10.2,11.5,3.0,1.3,1.1,1.6,4.0,19.1,114,110,,2019-2020
Johnathan Williams,24,WAS,PF,15,6,180,4.9,8.8,.559,0.0,0.5,.000,4.9,8.3,.594,.559,1.8,3.4,.538,6.2,10.4,16.6,2.1,0.3,2.1,1.3,4.2,11.7,126,115,,2019-2020
Malcolm Miller,26,TOR,SF,28,1,162,3.5,8.5,.414,2.3,6.5,.364,1.2,2.1,.571,.552,0.9,2.3,.375,0.6,4.1,4.7,3.2,1.5,0.6,1.2,5.3,10.3,108,108,,2019-2020
Rayjon Tucker,22,UTA,SG,20,0,161,6.0,13.0,.465,0.9,5.1,.176,5.1,7.9,.654,.500,5.7,7.0,.826,0.9,5.1,6.0,1.5,0.3,0.3,2.4,3.0,18.7,109,114,,2019-2020
C.J. Miles,32,WAS,SF,10,0,161,5.5,17.1,.322,3.2,10.2,.314,2.3,7.0,.333,.415,4.4,5.8,.750,1.2,2.3,3.5,3.5,2.9,1.2,1.2,4.1,18.6,103,114,,2019-2020
Tyrone Wallace,25,ATL,SG,14,0,160,4.1,12.8,.318,0.3,4.4,.067,3.8,8.4,.448,.330,3.2,5.0,.647,0.9,5.5,6.4,3.8,2.0,0.3,2.9,5.5,11.6,80,115,,2019-2020
Amir Coffey,22,LAC,SG,18,1,159,6.8,16.1,.426,1.8,5.6,.316,5.1,10.4,.486,.481,1.8,3.3,.545,1.2,3.6,4.8,4.2,1.5,0.6,2.4,5.9,17.2,100,110,,2019-2020
Jaylen Nowell,20,MIN,SG,15,0,151,5.8,16.3,.358,0.9,8.0,.115,4.9,8.3,.593,.387,4.9,5.2,.941,0.9,3.1,4.0,5.8,0.9,0.3,0.9,3.4,17.5,109,117,,2019-2020
Stanley Johnson,23,TOR,PF,25,0,150,7.0,18.7,.373,2.2,7.6,.292,4.8,11.1,.429,.432,2.9,5.1,.563,2.2,9.5,11.7,6.3,1.9,1.3,4.8,5.1,19.0,90,103,,2019-2020
Michael Frazier,25,HOU,SG,13,0,145,2.2,9.3,.241,1.3,7.3,.174,1.0,1.9,.500,.310,2.9,4.5,.643,0.3,2.9,3.2,0.6,0.6,0.0,1.6,7.0,8.6,76,116,,2019-2020
DaQuan Jeffries,22,SAC,SG,13,0,141,6.9,13.8,.500,1.7,6.2,.278,5.2,7.6,.682,.563,1.7,2.1,.833,1.0,5.2,6.2,2.4,1.4,0.3,0.7,6.5,17.2,121,114,,2019-2020
Stephen Curry,31,GSW,PG,5,5,139,11.4,28.2,.402,4.1,16.9,.245,7.2,11.4,.636,.476,9.0,9.0,1.000,1.4,7.6,9.0,11.4,1.7,0.7,5.5,3.8,35.8,109,113,,2019-2020
Alen Smailagić,19,GSW,C,14,0,139,6.9,13.8,.500,1.0,4.5,.231,5.9,9.3,.630,.538,5.5,6.5,.842,3.4,5.9,9.3,4.5,1.0,1.4,3.8,4.8,20.3,112,115,,2019-2020
Oshae Brissett,21,TOR,SF,19,0,135,4.6,12.7,.361,1.1,5.3,.200,3.5,7.4,.476,.403,2.8,3.5,.800,3.2,6.0,9.2,2.5,1.4,0.4,2.5,6.3,13.0,96,107,,2019-2020
Juwan Morgan,22,UTA,PF,21,0,134,5.4,9.4,.577,1.1,2.9,.375,4.4,6.5,.667,.635,1.1,1.5,.750,3.6,6.9,10.5,2.2,0.4,0.7,2.2,6.9,13.1,121,112,,2019-2020
Donta Hall,22,2TM,PF,9,0,133,5.4,7.9,.682,0.0,0.0,,5.4,7.9,.682,.682,3.2,6.5,.500,5.1,8.7,13.7,1.4,1.1,2.2,1.8,8.3,14.1,125,109,,2019-2020
Donta Hall,22,DET,PF,4,0,48,1.0,4.1,.250,0.0,0.0,,1.0,4.1,.250,.250,4.1,6.1,.667,6.1,9.2,15.4,2.0,1.0,1.0,2.0,9.2,6.1,111,112,,2019-2020
Donta Hall,22,BRK,C,5,0,85,7.8,10.0,.778,0.0,0.0,,7.8,10.0,.778,.778,2.8,6.7,.417,4.5,8.4,12.8,1.1,1.1,2.8,1.7,7.8,18.4,131,107,,2019-2020
Vincent Poirier,26,BOS,C,22,0,130,6.3,13.4,.472,0.4,0.7,.500,5.9,12.6,.471,.486,2.2,2.6,.857,4.8,11.1,16.0,3.0,0.7,3.3,3.0,9.3,15.2,107,104,,2019-2020
Thanasis Antetokounmpo,27,MIL,SF,20,2,129,8.5,17.0,.500,0.0,3.5,.000,8.5,13.5,.632,.500,2.5,6.0,.412,4.2,4.2,8.5,5.3,2.5,0.7,4.2,6.4,19.5,98,103,,2019-2020
Melvin Frazier,23,ORL,SG,19,0,126,5.8,13.1,.441,3.1,6.2,.500,2.7,7.0,.389,.559,0.8,1.5,.500,0.8,3.1,3.9,1.2,3.5,0.8,1.9,4.3,15.5,100,108,,2019-2020
Tremont Waters,22,BOS,PG,11,1,119,5.7,19.9,.286,1.6,9.7,.167,4.1,10.1,.400,.327,3.2,3.2,1.000,0.0,4.9,4.9,6.5,4.1,0.8,6.1,5.3,16.2,73,103,,2019-2020
Frank Mason III,25,MIL,PG,9,0,118,8.9,19.7,.451,2.3,8.1,.286,6.6,11.6,.567,.510,3.9,6.6,.588,1.9,5.4,7.4,11.2,1.9,0.4,4.3,4.3,24.0,110,104,,2019-2020
Alize Johnson,23,IND,PF,17,1,118,4.9,11.9,.414,1.2,3.3,.375,3.7,8.6,.429,.466,2.9,4.1,.700,6.6,13.2,19.7,2.9,1.2,0.8,2.9,4.9,14.0,108,105,,2019-2020
Kadeem Allen,27,NYK,PG,10,0,117,7.9,18.3,.432,2.1,6.7,.313,5.8,11.7,.500,.489,2.9,4.6,.636,0.8,2.9,3.7,8.7,2.1,0.8,3.3,2.9,20.8,106,114,,2019-2020
Adam Mokoka,21,CHI,SF,11,0,112,5.2,12.0,.429,2.6,6.5,.400,2.6,5.6,.462,.536,0.9,1.7,.500,3.0,1.3,4.3,1.7,1.7,0.0,0.9,7.3,13.8,115,114,,2019-2020
Miye Oni,22,UTA,SF,10,1,109,5.4,14.3,.375,3.1,8.5,.368,2.2,5.8,.385,.484,1.8,2.2,.800,2.2,5.4,7.6,1.8,1.8,0.9,1.8,4.0,15.6,104,110,,2019-2020
Justin Anderson,26,BRK,SG,10,1,107,4.4,16.8,.263,2.7,12.8,.207,1.8,4.0,.444,.342,0.9,1.8,.500,0.4,8.8,9.3,3.5,0.0,2.7,1.8,5.7,12.4,78,109,,2019-2020
Chimezie Metu,22,SAS,C,18,0,105,10.9,19.1,.571,0.0,0.9,.000,10.9,18.2,.600,.571,4.6,5.9,.769,5.5,9.6,15.0,4.6,1.4,2.7,4.6,3.2,26.4,113,110,,2019-2020
Yuta Watanabe,25,MEM,SF,18,0,105,6.7,15.1,.441,1.3,3.6,.375,5.3,11.6,.462,.485,1.3,3.6,.375,3.1,5.8,8.9,2.2,2.2,0.4,0.9,4.0,16.0,105,110,,2019-2020
Jaylen Hoard,20,POR,PF,13,0,103,6.9,14.8,.469,0.0,1.4,.000,6.9,13.4,.517,.469,3.7,6.0,.615,6.5,8.3,14.8,1.9,2.3,0.0,1.9,5.6,17.6,113,113,,2019-2020
Jeremiah Martin,23,BRK,PG,9,0,99,11.5,25.3,.453,2.4,8.6,.278,9.1,16.7,.543,.500,5.3,6.7,.786,0.5,4.3,4.8,8.6,3.3,1.0,1.9,3.3,30.6,116,107,,2019-2020
Lance Thomas,31,BRK,PF,7,4,98,3.9,11.1,.348,1.9,6.3,.308,1.9,4.8,.400,.435,1.9,1.9,1.000,1.0,5.3,6.3,2.9,0.0,0.0,2.9,5.3,11.6,91,115,,2019-2020
Jarrell Brantley,23,UTA,PF,9,0,96,5.1,14.2,.357,1.5,6.6,.231,3.5,7.6,.467,.411,0.5,1.0,.500,1.0,9.1,10.1,5.6,1.5,2.5,3.5,3.5,12.2,85,106,,2019-2020
Bol Bol,20,DEN,PF,7,0,87,8.0,15.9,.500,2.3,5.1,.444,5.7,10.8,.526,.571,4.5,5.7,.800,2.8,8.0,10.8,3.4,1.1,3.4,5.7,6.2,22.7,102,108,,2019-2020
Paul Watson,25,2TM,SF,10,0,87,5.4,14.2,.385,2.2,6.5,.333,3.3,7.6,.429,.462,3.8,4.9,.778,1.1,8.2,9.3,4.4,2.2,0.5,1.6,2.7,16.9,106,106,,2019-2020
Paul Watson,25,ATL,SF,2,0,17,0.0,19.2,.000,0.0,8.2,.000,0.0,11.0,.000,.000,0.0,0.0,,0.0,5.5,5.5,8.2,2.7,0.0,0.0,2.7,0.0,27,114,,2019-2020
Paul Watson,25,TOR,SF,8,0,70,6.8,12.9,.526,2.7,6.1,.444,4.1,6.8,.600,.632,4.8,6.1,.778,1.4,8.8,10.2,3.4,2.0,0.7,2.0,2.7,21.1,127,104,,2019-2020
Andre Roberson,28,OKC,SF,7,0,87,4.5,16.2,.276,1.7,7.8,.214,2.8,8.4,.333,.328,0.6,1.1,.500,3.9,11.2,15.1,2.2,0.6,1.7,1.1,7.3,11.2,84,108,,2019-2020
B.J. Johnson,24,ORL,SF,10,0,83,5.3,18.8,.281,1.8,5.3,.333,3.5,13.5,.261,.328,5.3,5.9,.900,1.8,7.0,8.8,1.8,1.8,0.0,3.5,1.8,17.6,81,111,,2019-2020
Gabe Vincent,23,MIA,PG,9,0,83,4.7,21.8,.216,3.5,15.9,.222,1.2,5.9,.200,.297,0.0,0.0,,0.0,2.9,2.9,3.5,2.9,0.0,0.6,3.5,12.9,70,110,,2019-2020
Talen Horton-Tucker,19,LAL,SG,6,1,81,8.2,17.6,.467,2.3,7.6,.308,5.9,10.0,.588,.533,1.2,2.3,.500,1.2,2.9,4.1,3.5,4.7,0.6,3.5,5.9,20.0,97,103,,2019-2020
Devon Hall,24,OKC,PG,11,0,81,3.6,18.0,.200,2.4,10.2,.235,1.2,7.8,.154,.267,2.4,4.8,.500,1.2,3.0,4.2,7.8,2.4,0.6,3.0,3.6,12.0,74,110,,2019-2020
Jerian Grant,27,WAS,SG,6,0,80,5.8,15.8,.370,1.2,4.7,.250,4.7,11.1,.421,.407,2.9,4.1,.714,1.2,2.3,3.5,5.3,0.6,0.6,1.8,6.4,15.8,99,120,,2019-2020
J.R. Smith,34,LAL,SG,6,0,79,4.2,13.2,.318,0.6,6.6,.091,3.6,6.6,.545,.341,1.2,1.2,1.000,0.0,3.0,3.0,1.8,0.6,0.0,2.4,3.0,10.2,72,113,,2019-2020
Quinndary Weatherspoon,23,SAS,SG,11,0,78,3.1,10.4,.294,0.6,3.1,.200,2.5,7.4,.333,.324,0.6,1.2,.500,0.6,3.7,4.3,6.7,1.8,0.6,3.1,4.9,7.4,77,115,,2019-2020
Amile Jefferson,26,ORL,PF,18,0,74,3.3,9.2,.357,0.0,0.0,,3.3,9.2,.357,.357,3.3,9.2,.357,6.6,8.6,15.1,2.6,0.7,2.0,2.0,4.6,9.9,95,110,,2019-2020
Dean Wade,23,CLE,PF,12,0,71,6.2,8.9,.692,1.4,2.7,.500,4.8,6.2,.778,.769,0.0,0.7,.000,2.1,11.0,13.0,1.4,1.4,2.7,2.1,5.5,13.7,122,111,,2019-2020
Mfiondu Kabengele,22,LAC,C,12,0,64,10.3,23.6,.438,6.6,14.8,.450,3.7,8.9,.417,.578,3.7,3.7,1.000,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,31.0,119,107,,2019-2020
Louis King,20,DET,SF,10,0,62,6.3,16.7,.381,3.2,8.7,.364,3.2,7.9,.400,.476,0.0,2.4,.000,0.8,7.1,7.9,4.0,1.6,0.0,1.6,7.9,15.9,93,113,,2019-2020
Vic Law,24,ORL,PF,8,0,62,4.7,14.1,.333,0.8,5.5,.143,3.9,8.6,.455,.361,1.6,4.7,.333,1.6,7.1,8.6,2.4,1.6,0.0,1.6,4.7,11.8,79,111,,2019-2020
Khyri Thomas,23,DET,SG,8,0,61,4.0,13.7,.294,4.0,11.3,.357,0.0,2.4,.000,.441,1.6,3.2,.500,0.8,0.0,0.8,2.4,2.4,0.0,2.4,7.3,13.7,88,116,,2019-2020
Tyler Cook,22,2TM,PF,13,0,54,7.2,10.9,.667,0.0,0.0,,7.2,10.9,.667,.667,6.3,7.2,.875,5.4,7.2,12.7,0.9,2.7,0.0,2.7,4.5,20.8,135,112,,2019-2020
Tyler Cook,22,CLE,PF,11,0,35,9.7,13.9,.700,0.0,0.0,,9.7,13.9,.700,.700,7.0,8.3,.833,5.6,8.3,13.9,1.4,1.4,0.0,1.4,5.6,26.4,150,116,,2019-2020
Tyler Cook,22,DEN,SF,2,0,19,2.6,5.2,.500,0.0,0.0,,2.6,5.2,.500,.500,5.2,5.2,1.000,5.2,5.2,10.4,0.0,5.2,0.0,5.2,2.6,10.4,99,105,,2019-2020
Chandler Parsons,31,ATL,PF,5,0,54,4.3,15.5,.278,3.5,12.1,.286,0.9,3.5,.250,.389,0.0,0.0,,0.9,5.2,6.0,2.6,3.5,0.9,2.6,2.6,12.1,77,112,,2019-2020
Jarrod Uthoff,26,2TM,PF,7,0,53,6.2,15.9,.389,2.6,7.9,.333,3.5,7.9,.444,.472,1.8,1.8,1.000,1.8,3.5,5.3,0.0,0.9,0.0,0.0,1.8,16.8,105,119,,2019-2020
Jarrod Uthoff,26,MEM,PF,4,0,14,3.3,23.3,.143,0.0,13.3,.000,3.3,10.0,.333,.143,6.7,6.7,1.000,3.3,0.0,3.3,0.0,3.3,0.0,0.0,3.3,13.3,67,112,,2019-2020
Jarrod Uthoff,26,WAS,PF,3,0,39,7.2,13.2,.545,3.6,6.0,.600,3.6,7.2,.500,.682,0.0,0.0,,1.2,4.8,6.0,0.0,0.0,0.0,0.0,1.2,18.0,135,121,,2019-2020
Ignas Brazdeikis,21,NYK,SF,9,0,53,5.5,20.2,.273,0.9,8.3,.111,4.6,11.9,.385,.295,3.7,4.6,.800,1.8,2.8,4.6,3.7,0.0,0.9,1.8,2.8,15.6,82,119,,2019-2020
Jordan Bone,22,DET,PG,10,0,53,4.6,18.6,.250,1.9,9.3,.200,2.8,9.3,.300,.300,0.0,0.0,,0.0,3.7,3.7,7.4,0.9,0.0,1.9,5.6,11.1,76,117,,2019-2020
Kevin Hervey,23,OKC,PF,10,0,52,6.5,25.2,.259,2.8,18.7,.150,3.7,6.5,.571,.315,0.0,0.0,,0.9,10.3,11.2,4.7,0.9,0.9,0.0,3.7,15.9,78,109,,2019-2020
Zylan Cheatham,24,NOP,PF,4,0,51,5.4,8.2,.667,0.0,0.9,.000,5.4,7.3,.750,.667,0.0,0.0,,2.7,5.4,8.2,2.7,0.9,0.9,3.6,9.1,10.9,103,114,,2019-2020
Nigel Williams-Goss,25,UTA,PG,10,0,50,4.9,15.6,.313,1.9,6.8,.286,2.9,8.8,.333,.375,1.9,1.9,1.000,1.9,3.9,5.8,5.8,2.9,1.0,2.9,5.8,13.6,92,108,,2019-2020
Joakim Noah,34,LAC,C,5,0,50,3.8,7.6,.500,0.0,0.0,,3.8,7.6,.500,.500,5.7,7.6,.750,4.7,10.4,15.1,6.6,0.9,0.9,5.7,8.5,13.2,107,107,,2019-2020
Justin Robinson,22,WAS,PG,9,0,49,4.8,11.4,.417,2.9,4.8,.600,1.9,6.7,.286,.542,0.0,0.0,,1.0,3.8,4.8,6.7,0.0,1.0,2.9,1.9,12.4,105,120,,2019-2020
Luka Šamanić,20,SAS,PF,3,1,48,5.0,15.9,.313,3.0,8.0,.375,2.0,8.0,.250,.406,3.0,4.0,.750,1.0,9.0,10.0,6.0,0.0,2.0,2.0,6.0,15.9,98,115,,2019-2020
Naz Mitrou-Long,26,IND,SG,5,0,47,6.2,17.5,.353,2.1,12.4,.167,4.1,5.2,.800,.412,0.0,0.0,,0.0,7.2,7.2,8.3,1.0,1.0,3.1,2.1,14.5,87,109,,2019-2020
Jonah Bolden,24,2TM,C,7,0,47,4.1,11.2,.364,0.0,4.1,.000,4.1,7.1,.571,.364,2.0,4.1,.500,3.0,6.1,9.1,0.0,3.0,2.0,2.0,10.1,10.1,80,106,,2019-2020
Jonah Bolden,24,PHI,C,4,0,14,6.9,10.4,.667,0.0,3.5,.000,6.9,6.9,1.000,.667,0.0,6.9,.000,0.0,3.5,3.5,0.0,3.5,0.0,6.9,13.8,13.8,57,108,,2019-2020
Jonah Bolden,24,PHO,C,3,0,33,2.9,11.5,.250,0.0,4.3,.000,2.9,7.2,.400,.250,2.9,2.9,1.000,4.3,7.2,11.5,0.0,2.9,2.9,0.0,8.6,8.6,94,105,,2019-2020
Jarred Vanderbilt,20,2TM,PF,11,0,46,5.3,8.5,.625,0.0,1.1,.000,5.3,7.5,.714,.625,2.1,2.1,1.000,3.2,6.4,9.6,2.1,3.2,1.1,7.5,6.4,12.8,81,108,,2019-2020
Jarred Vanderbilt,20,DEN,PF,9,0,41,6.0,8.4,.714,0.0,0.0,,6.0,8.4,.714,.714,0.0,0.0,,3.6,6.0,9.6,2.4,3.6,1.2,8.4,7.2,12.1,77,107,,2019-2020
Jarred Vanderbilt,20,MIN,PF,2,0,5,0.0,9.3,.000,0.0,9.3,.000,0.0,0.0,,.000,18.6,18.6,1.000,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,18.6,124,116,,2019-2020
Antonius Cleveland,25,DAL,SG,11,0,46,4.2,14.7,.286,0.0,3.2,.000,4.2,11.6,.364,.286,3.2,5.3,.600,2.1,5.3,7.4,1.1,1.1,3.2,2.1,8.4,11.6,74,110,,2019-2020
Justin Wright-Foreman,22,UTA,PG,4,0,45,7.6,21.6,.350,2.2,10.8,.200,5.4,10.8,.500,.400,3.2,4.3,.750,0.0,5.4,5.4,7.6,2.2,0.0,3.2,5.4,20.5,93,110,,2019-2020
Vlatko Čančar,22,DEN,PF,14,0,45,6.6,16.5,.400,1.1,6.6,.167,5.5,9.9,.556,.433,4.4,4.4,1.000,5.5,5.5,11.0,3.3,1.1,1.1,3.3,7.7,18.7,106,113,,2019-2020
Jeremy Pargo,33,GSW,PG,3,0,44,12.0,23.9,.500,3.3,7.6,.429,8.7,16.3,.533,.568,0.0,1.1,.000,1.1,2.2,3.3,8.7,1.1,0.0,4.4,8.7,27.2,103,119,,2019-2020
Udonis Haslem,39,MIA,C,4,1,44,4.4,12.2,.364,1.1,3.3,.333,3.3,8.9,.375,.409,3.3,4.4,.750,1.1,16.6,17.7,1.1,0.0,0.0,1.1,6.7,13.3,97,109,,2019-2020
Johnathan Motley,24,LAC,PF,13,0,41,12.7,17.3,.733,1.2,1.2,1.000,11.5,16.1,.714,.767,5.8,8.1,.714,3.5,8.1,11.5,9.2,3.5,0.0,5.8,6.9,32.3,132,104,,2019-2020
Zach Norvell,22,2TM,SG,5,0,41,3.5,14.0,.250,3.5,9.3,.375,0.0,4.7,.000,.375,1.2,1.2,1.000,0.0,7.0,7.0,3.5,2.3,0.0,3.5,4.7,11.7,74,112,,2019-2020
Zach Norvell,22,LAL,SG,2,0,5,0.0,9.5,.000,0.0,0.0,,0.0,9.5,.000,.000,0.0,0.0,,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0,111,,2019-2020
Zach Norvell,22,GSW,SG,3,0,36,4.0,14.6,.273,4.0,10.6,.375,0.0,4.0,.000,.409,1.3,1.3,1.000,0.0,6.6,6.6,4.0,2.7,0.0,4.0,5.3,13.3,78,113,,2019-2020
Charlie Brown Jr.,22,ATL,SG,10,0,40,7.0,22.1,.316,3.5,10.5,.333,3.5,11.6,.300,.395,5.8,5.8,1.000,2.3,2.3,4.7,2.3,2.3,2.3,3.5,3.5,23.3,93,114,,2019-2020
Chasson Randle,26,GSW,PG,3,0,40,0.0,4.8,.000,0.0,2.4,.000,0.0,2.4,.000,.000,6.0,7.2,.833,0.0,2.4,2.4,6.0,2.4,0.0,0.0,3.6,6.0,113,116,,2019-2020
Josh Magette,30,ORL,PG,8,0,38,6.4,19.2,.333,1.3,5.1,.250,5.1,14.1,.364,.367,1.3,2.6,.500,1.3,6.4,7.7,6.4,3.8,1.3,6.4,5.1,15.4,71,105,,2019-2020
Sindarius Thornwell,25,NOP,SF,2,0,35,7.9,14.5,.545,2.6,5.3,.500,5.3,9.3,.571,.636,2.6,5.3,.500,0.0,5.3,5.3,5.3,1.3,1.3,2.6,2.6,21.2,115,113,,2019-2020
Tacko Fall,24,BOS,C,7,0,33,16.1,20.5,.786,0.0,0.0,,16.1,20.5,.786,.786,1.5,4.4,.333,1.5,20.5,21.9,1.5,1.5,5.9,4.4,10.2,33.6,115,93,,2019-2020
Moses Brown,20,POR,C,9,0,33,5.8,14.4,.400,0.0,0.0,,5.8,14.4,.400,.400,4.3,11.6,.375,4.3,15.9,20.2,1.4,1.4,1.4,4.3,10.1,15.9,81,108,,2019-2020
Corey Brewer,33,SAC,PF,5,0,33,2.9,5.9,.500,0.0,1.5,.000,2.9,4.4,.667,.500,1.5,4.4,.333,2.9,8.8,11.8,2.9,5.9,0.0,2.9,10.3,7.4,91,102,,2019-2020
Joe Chealey,24,CHO,PG,4,0,33,0.0,10.6,.000,0.0,6.1,.000,0.0,4.6,.000,.000,3.0,3.0,1.000,0.0,0.0,0.0,1.5,6.1,0.0,3.0,3.0,3.0,29,108,,2019-2020
