Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot_1,PGA,And1,Blkd,Awards,Year,Off._1
Solomon Hill,29,ATL,PF,71,16,1513,0,1,53,46,0,2.0,-1.0,25,4,57,6,23,183,6,8,,2020-2021,5
Jaden McDaniels,20,MIN,PF,63,27,1511,0,0,22,76,2,-3.3,3.6,24,12,102,5,18,178,4,13,,2020-2021,6
Cedi Osman,25,CLE,SF,59,26,1510,1,13,75,12,0,-10.5,-3.8,52,19,54,3,41,415,10,33,,2020-2021,14
LeBron James,36,LAL,PG,45,45,1504,73,26,0,0,0,8.6,10.6,101,37,27,10,131,835,44,27,"MVP-13,AS,NBA2",2020-2021,11
Marcus Morris,31,LAC,PF,57,29,1502,0,0,0,85,15,5.1,-2.6,24,19,67,9,33,146,8,11,,2020-2021,9
Mason Plumlee,30,DET,C,56,56,1499,0,0,0,0,100,-5.3,-1.4,50,30,101,15,72,500,15,35,,2020-2021,5
Mike Conley,33,UTA,PG,51,51,1498,100,0,0,0,0,17.0,13.2,68,24,29,5,58,768,8,24,AS,2020-2021,22
Gordon Hayward,30,CHO,SF,44,44,1496,0,1,85,15,0,0.2,4.2,40,33,32,10,77,443,15,28,,2020-2021,3
Caris LeVert,26,2TM,SG,47,39,1486,6,28,42,24,0,-0.3,-2.3,56,30,50,3,90,582,23,37,,2020-2021,6
Caris LeVert,26,BRK,SG,12,4,334,25,62,13,0,0,6.9,2.2,10,9,7,2,20,179,6,7,,2020-2021,1
Caris LeVert,26,IND,SG,35,35,1152,0,18,50,31,0,-2.4,-3.6,46,21,43,1,70,403,17,30,,2020-2021,5
Elfrid Payton,26,NYK,PG,63,63,1484,97,3,0,0,0,-2.8,-9.4,57,24,44,8,54,486,17,78,,2020-2021,5
LaMelo Ball,19,CHO,PG,51,31,1469,70,30,0,0,0,-4.1,-3.4,102,26,45,5,74,733,23,33,ROY-1,2020-2021,6
Dāvis Bertāns,28,WAS,PF,57,7,1464,0,0,0,95,5,1.8,6.4,16,8,60,6,30,110,10,6,,2020-2021,10
Shake Milton,24,PHI,SG,63,4,1461,3,40,50,7,0,4.2,-2.5,51,28,59,10,77,478,20,48,6MOY-12,2020-2021,12
Isaiah Stewart,19,DET,C,68,14,1455,0,0,0,0,100,-1.5,5.2,13,23,84,20,37,142,11,28,,2020-2021,7
Myles Turner,24,IND,C,47,47,1455,0,0,0,0,100,0.9,1.5,31,8,103,19,64,112,11,17,DPOY-9,2020-2021,3
Chris Boucher,28,TOR,C,60,14,1453,0,0,0,17,83,3.3,6.9,13,11,117,7,96,160,22,41,6MOY-8,2020-2021,12
Bruce Brown,24,BRK,PG,65,37,1451,33,65,2,0,0,5.2,0.4,27,19,71,2,56,265,11,39,,2020-2021,1
Cory Joseph,29,2TM,PG,63,13,1446,61,39,0,0,0,-5.7,-2.7,47,21,61,7,33,512,8,24,,2020-2021,16
Cory Joseph,29,SAC,PG,44,2,944,47,53,0,0,0,-8.8,-7.1,23,13,47,5,18,254,3,12,,2020-2021,11
Cory Joseph,29,DET,PG,19,11,502,88,12,0,0,0,0.3,5.6,24,8,14,2,15,258,5,12,,2020-2021,5
Cameron Johnson,24,PHO,PF,60,11,1437,0,0,5,93,3,5.6,-0.9,18,13,41,3,29,210,11,17,,2020-2021,16
OG Anunoby,23,TOR,SF,43,43,1433,0,5,63,31,1,3.4,7.0,26,20,53,16,48,236,7,38,,2020-2021,7
Kenrich Williams,26,OKC,PF,66,13,1426,2,9,59,29,1,-6.2,7.8,35,26,71,12,32,367,7,25,,2020-2021,15
Facundo Campazzo,29,DEN,PG,65,19,1425,100,0,0,0,0,3.3,-2.5,50,10,43,7,29,575,9,8,6MOY-15,2020-2021,27
Isaiah Roby,22,OKC,PF,61,34,1425,0,0,24,46,30,-14.5,-6.1,44,39,89,18,53,253,10,38,,2020-2021,8
Lou Williams,34,2TM,PG,66,4,1423,83,17,0,0,0,1.7,-4.4,90,13,17,1,77,540,12,37,,2020-2021,10
Lou Williams,34,LAC,PG,42,3,918,100,0,0,0,0,2.8,-5.1,55,8,11,1,54,351,10,27,,2020-2021,8
Lou Williams,34,ATL,PG,24,1,505,52,48,0,0,0,-0.3,-3.3,35,5,6,0,23,189,2,10,,2020-2021,2
Brandon Clarke,24,MEM,PF,59,16,1415,0,0,18,74,8,0.2,-1.9,13,12,50,4,68,221,29,31,,2020-2021,7
Raul Neto,28,WAS,PG,64,22,1403,87,13,0,0,0,-0.6,2.1,28,14,65,4,34,345,4,31,,2020-2021,37
Landry Shamet,23,BRK,SG,61,12,1403,10,43,42,6,0,2.4,-4.2,27,9,49,5,30,240,4,23,,2020-2021,12
Aaron Gordon,25,2TM,PF,50,50,1384,0,0,10,90,0,2.4,6.2,58,16,41,13,68,382,16,29,,2020-2021,3
Aaron Gordon,25,ORL,PF,25,25,736,0,0,10,90,0,-2.1,8.7,38,12,21,10,44,246,6,17,,2020-2021,2
Aaron Gordon,25,DEN,PF,25,25,648,0,0,11,89,1,7.5,3.2,20,4,20,3,24,136,10,12,,2020-2021,1
Wendell Carter Jr.,21,2TM,C,54,44,1375,0,0,0,9,91,-9.3,-6.4,22,22,78,20,84,252,18,34,,2020-2021,5
Wendell Carter Jr.,21,CHI,C,32,25,792,0,0,0,0,100,-7.0,-8.0,14,12,52,14,52,168,7,22,,2020-2021,3
Wendell Carter Jr.,21,ORL,C,22,19,583,0,0,0,20,80,-12.3,-4.1,8,10,26,6,32,84,11,12,,2020-2021,2
Bobby Portis,25,MIL,C,66,7,1372,0,0,0,19,81,5.3,-0.5,15,17,75,10,33,183,9,42,6MOY-9,2020-2021,3
Kemba Walker,30,BOS,PG,43,43,1369,100,0,0,0,0,2.5,2.6,55,24,32,2,58,514,15,49,,2020-2021,29
Rudy Gay,34,SAS,PF,63,1,1358,0,0,3,88,9,4.4,10.1,28,24,59,7,45,208,8,21,,2020-2021,4
P.J. Tucker,35,2TM,PF,52,33,1356,0,0,7,74,20,-5.7,-1.9,13,6,61,12,6,157,1,8,,2020-2021,22
P.J. Tucker,35,HOU,PF,32,32,959,0,0,0,74,26,-8.3,-0.3,12,5,41,8,4,115,0,6,,2020-2021,14
P.J. Tucker,35,MIL,PF,20,1,397,0,0,22,74,4,0.5,-5.8,1,1,20,4,2,42,1,2,,2020-2021,8
Robin Lopez,32,WAS,C,71,9,1354,0,0,0,0,100,-1.8,0.0,13,20,62,24,57,135,17,26,,2020-2021,8
Bryn Forbes,27,MIL,SG,70,10,1354,40,58,2,0,0,2.2,-5.5,12,6,40,11,22,115,6,22,,2020-2021,1
Bismack Biyombo,28,CHO,C,66,36,1349,0,0,0,0,100,-8.2,-9.8,27,11,70,21,43,187,10,30,,2020-2021,4
Josh Hart,25,NOP,SF,47,4,1349,0,9,86,5,0,0.1,1.1,24,13,49,6,39,264,10,25,,2020-2021,7
Naz Reid,21,MIN,C,70,15,1347,0,0,0,12,88,-10.7,-8.7,22,27,116,12,89,177,24,31,,2020-2021,15
Terrence Ross,29,ORL,SG,46,2,1347,15,65,20,1,0,-8.4,0.8,38,19,37,9,55,259,13,28,,2020-2021,3
Maxi Kleber,29,DAL,PF,50,40,1341,0,0,0,85,15,4.9,4.3,13,9,53,8,11,172,1,5,,2020-2021,9
Andre Iguodala,37,MIA,SF,63,5,1339,0,24,58,18,0,-1.6,-2.7,44,8,54,5,13,349,2,2,,2020-2021,10
Goran Dragić,34,MIA,PG,50,11,1337,67,33,0,0,0,0.8,1.3,72,22,45,15,41,535,8,23,,2020-2021,9
Kent Bazemore,31,GSW,SF,67,18,1333,0,39,43,17,1,6.7,9.5,40,24,75,9,35,261,8,14,,2020-2021,19
Kristaps Porziņģis,25,DAL,C,43,43,1327,0,0,0,0,100,-0.7,-4.9,20,14,77,7,68,172,16,32,,2020-2021,5
Christian Wood,25,HOU,C,41,41,1326,0,0,0,1,100,-4.0,6.5,34,21,52,10,97,178,28,28,,2020-2021,12
Svi Mykhailiuk,23,2TM,SF,66,14,1324,5,51,44,1,0,-8.2,-0.5,38,29,22,8,17,268,3,28,,2020-2021,9
Svi Mykhailiuk,23,DET,SF,36,5,634,0,29,70,1,0,-2.1,3.0,17,9,8,4,8,139,1,8,,2020-2021,6
Svi Mykhailiuk,23,OKC,SF,30,9,690,9,71,20,0,0,-13.8,-3.7,21,20,14,4,9,129,2,20,,2020-2021,3
Derrick Jones Jr.,23,POR,SF,58,43,1318,1,10,87,2,0,-0.1,-3.3,18,6,72,6,42,120,8,16,,2020-2021,9
Lauri Markkanen,23,CHI,PF,51,26,1317,0,0,2,47,51,-2.4,-2.5,26,16,45,8,45,110,15,26,,2020-2021,6
Tomáš Satoranský,29,CHI,SG,58,18,1307,3,44,45,8,0,0.3,1.7,70,17,46,5,37,642,14,15,,2020-2021,13
Bogdan Bogdanović,28,ATL,SG,44,27,1305,0,28,70,2,0,4.2,2.6,28,15,42,5,16,357,2,19,,2020-2021,6
Talen Horton-Tucker,20,LAL,SG,65,4,1304,1,27,63,9,0,1.3,-2.0,50,25,54,16,63,419,19,33,,2020-2021,13
Matisse Thybulle,23,PHI,SG,65,8,1298,24,55,19,2,0,6.7,1.6,18,6,60,3,9,151,4,3,DPOY-11,2020-2021,9
John Wall,30,HOU,PG,40,40,1288,96,4,0,0,0,-6.3,2.8,89,42,27,6,106,686,26,42,,2020-2021,8
Tristan Thompson,29,BOS,C,54,43,1287,0,0,0,29,71,0.9,0.0,19,15,68,14,51,165,15,31,,2020-2021,2
Derrick Rose,32,2TM,PG,50,3,1279,100,0,0,0,0,5.2,6.6,45,25,30,3,62,520,10,31,"MVP-9,6MOY-3",2020-2021,10
Derrick Rose,32,DET,PG,15,0,342,100,0,0,0,0,-10.6,-6.8,8,14,7,3,24,156,3,10,,2020-2021,2
Derrick Rose,32,NYK,PG,35,3,937,100,0,0,0,0,11.0,11.5,37,11,23,0,38,364,7,21,,2020-2021,8
Cole Anthony,20,ORL,PG,47,34,1273,91,9,0,0,0,-12.1,-5.0,58,38,46,6,52,457,13,49,,2020-2021,13
Payton Pritchard,23,BOS,SG,66,4,1268,42,54,5,0,0,0.3,-1.0,25,10,48,3,21,286,3,21,,2020-2021,6
Terance Mann,24,LAC,SG,67,10,1263,5,65,28,2,0,3.4,-5.0,10,13,52,8,39,262,8,34,,2020-2021,7
Grayson Allen,25,MEM,SG,50,38,1259,3,86,11,0,0,0.7,-1.1,29,8,37,6,28,258,5,18,,2020-2021,11
Evan Fournier,28,2TM,SF,42,36,1259,1,22,69,7,0,-1.8,4.4,35,27,51,4,58,352,17,28,,2020-2021,7
Evan Fournier,28,ORL,SF,26,26,787,1,20,75,4,0,-4.2,6.2,23,22,26,3,51,229,13,22,,2020-2021,5
Evan Fournier,28,BOS,SF,16,10,472,0,26,60,14,0,2.2,1.4,12,5,25,1,7,123,4,6,,2020-2021,2
Deni Avdija,20,WAS,SF,54,32,1257,0,1,73,27,0,-2.5,-1.1,17,7,82,3,21,145,6,16,,2020-2021,7
Alec Burks,29,NYK,SG,49,5,1255,1,27,73,1,0,5.2,4.2,33,9,52,2,49,260,12,31,,2020-2021,8
DeAndre Jordan,32,BRK,C,57,43,1246,0,0,0,0,100,-0.8,-8.9,26,29,68,19,45,217,12,6,,2020-2021,3
Immanuel Quickley,21,NYK,PG,64,3,1243,61,39,0,0,0,6.8,6.6,27,14,42,6,58,310,14,25,,2020-2021,4
Andre Drummond,27,2TM,C,46,46,1242,0,0,0,3,97,-4.0,-0.2,52,34,62,27,106,217,30,68,,2020-2021,9
Andre Drummond,27,CLE,C,25,25,722,0,0,0,5,95,-7.3,1.4,40,24,28,10,67,142,17,50,,2020-2021,7
Andre Drummond,27,LAL,C,21,21,520,0,0,0,0,100,0.6,-2.4,12,10,34,17,39,75,13,18,,2020-2021,2
Luke Kennard,24,LAC,SG,63,17,1232,28,61,11,0,0,0.4,-9.5,26,14,44,1,14,264,7,12,,2020-2021,2
Sterling Brown,25,HOU,SG,51,14,1229,4,42,52,2,0,-6.1,3.1,26,9,58,3,12,178,3,16,,2020-2021,2
Hamidou Diallo,22,2TM,SF,52,9,1226,11,38,48,3,0,-7.8,1.2,31,16,57,16,101,248,26,33,,2020-2021,7
Hamidou Diallo,22,OKC,SG,32,5,761,18,52,26,4,0,-5.6,6.7,20,10,36,11,67,193,16,22,,2020-2021,6
Hamidou Diallo,22,DET,SF,20,4,465,0,15,84,2,0,-11.4,-7.9,11,6,21,5,34,55,10,11,,2020-2021,1
Tyus Jones,24,MEM,PG,70,9,1222,100,0,0,0,0,-3.0,-6.6,39,6,10,3,21,618,3,14,,2020-2021,5
Danilo Gallinari,32,ATL,PF,51,4,1222,0,0,0,64,36,2.7,0.2,19,11,54,6,66,188,8,21,,2020-2021,6
Alex Caruso,26,LAL,PG,58,6,1216,100,0,0,0,0,4.7,3.2,54,14,54,5,36,383,7,23,,2020-2021,32
Malik Beasley,24,MIN,SG,37,36,1214,1,91,8,0,0,-7.3,-2.9,20,25,30,7,37,212,11,29,,2020-2021,3
Dean Wade,24,CLE,PF,63,19,1212,0,0,12,74,14,-9.8,-2.1,17,10,55,1,14,176,6,9,,2020-2021,5
Markieff Morris,31,LAL,PF,61,27,1200,0,0,0,93,7,0.1,-3.9,26,14,48,9,22,179,5,7,,2020-2021,10
Josh Okogie,22,MIN,SG,59,37,1197,0,49,46,4,0,-5.9,-0.7,25,8,59,2,48,149,10,22,,2020-2021,28
Dwight Howard,35,PHI,C,69,6,1196,0,0,0,1,99,-2.2,-11.9,27,18,82,50,96,138,22,25,,2020-2021,2
Monte Morris,25,DEN,PG,47,13,1196,69,31,0,0,0,5.9,1.6,22,8,25,2,27,376,6,23,,2020-2021,2
D'Angelo Russell,24,MIN,PG,42,26,1196,51,49,0,0,0,-7.4,-3.0,75,27,27,6,58,586,11,18,,2020-2021,10
Blake Griffin,31,2TM,PF,46,30,1186,0,0,1,78,21,2.1,2.5,29,15,52,9,51,353,14,14,,2020-2021,28
Blake Griffin,31,DET,PF,20,20,626,0,0,0,93,7,-6.3,-2.2,13,8,19,5,27,192,5,7,,2020-2021,17
Blake Griffin,31,BRK,PF,26,10,560,0,0,2,62,37,11.5,7.9,16,7,33,4,24,161,9,7,,2020-2021,11
Shai Gilgeous-Alexander,22,OKC,SG,35,35,1180,7,31,62,1,0,-7.9,4.4,59,31,29,7,87,523,21,40,,2020-2021,4
Aaron Holiday,24,IND,PG,66,8,1176,100,0,0,0,0,-0.2,-0.2,39,16,36,4,33,295,2,32,,2020-2021,12
Paul Millsap,35,DEN,PF,56,36,1162,0,0,2,78,20,4.4,-0.6,24,16,66,7,45,240,13,26,,2020-2021,10
Anthony Davis,27,LAL,PF,36,36,1162,0,0,0,91,10,4.9,3.4,29,29,33,6,81,266,18,24,AS,2020-2021,6
Kevon Looney,24,GSW,C,61,34,1161,0,0,0,0,100,6.5,8.4,11,8,77,12,20,296,4,14,,2020-2021,4
Kevin Durant,32,BRK,PF,35,32,1157,0,0,0,55,45,11.7,10.3,70,33,39,7,91,457,23,25,AS,2020-2021,4
Georges Niang,27,UTA,PF,72,10,1154,0,0,6,94,0,14.9,8.0,25,11,49,9,10,139,1,10,,2020-2021,3
Jarred Vanderbilt,21,MIN,PF,64,30,1139,0,0,0,75,25,-1.3,6.1,21,19,57,6,49,188,12,35,,2020-2021,11
Grant Williams,22,BOS,PF,63,9,1138,0,0,9,83,7,-1.9,-4.2,25,14,62,13,16,166,5,15,,2020-2021,14
Chuma Okeke,22,ORL,PF,45,19,1133,0,2,21,77,0,-6.4,3.8,24,8,31,0,19,243,5,15,,2020-2021,5
Wesley Matthews,34,LAL,SG,58,10,1130,8,63,29,1,0,2.0,-0.9,20,4,42,1,14,129,2,3,,2020-2021,23
D.J. Augustin,33,2TM,PG,57,12,1129,100,0,0,0,0,-2.9,-3.9,41,14,18,6,31,444,3,27,,2020-2021,10
D.J. Augustin,33,MIL,PG,37,6,713,100,0,0,0,0,6.0,0.5,18,10,11,3,11,259,3,15,,2020-2021,6
D.J. Augustin,33,HOU,PG,20,6,416,100,0,0,0,0,-18.2,-11.5,23,4,7,3,20,185,0,12,,2020-2021,4
JaMychal Green,30,DEN,PF,58,5,1120,0,0,10,79,12,3.7,-1.6,19,8,82,16,30,133,9,27,,2020-2021,1
Marvin Bagley III,21,SAC,PF,43,42,1112,0,0,0,69,31,-3.2,0.6,12,20,57,15,69,106,12,42,,2020-2021,18
Juan Toscano-Anderson,27,GSW,SG,53,16,1107,0,40,47,12,1,3.8,4.3,29,15,54,13,13,367,5,13,,2020-2021,11
Anfernee Simons,21,POR,SG,64,0,1104,62,38,0,0,0,0.4,-2.2,21,14,52,3,25,232,3,17,,2020-2021,3
Larry Nance Jr.,28,CLE,PF,35,27,1091,0,1,13,84,2,-6.5,2.8,29,14,34,7,17,256,1,12,,2020-2021,5
Aleksej Pokusevski,19,OKC,PF,45,28,1090,0,0,1,82,17,-17.3,-9.6,48,29,45,4,18,232,2,10,,2020-2021,1
PJ Dozier,24,DEN,SG,50,6,1088,6,53,36,4,0,10.1,7.6,20,17,44,4,35,222,10,25,,2020-2021,10
Xavier Tillman Sr.,22,MEM,PF,59,12,1085,0,0,5,56,39,2.2,1.2,25,9,83,6,29,183,13,23,,2020-2021,1
Victor Oladipo,28,3TM,SG,33,33,1080,10,65,24,0,0,-3.6,1.8,41,27,32,8,58,373,14,39,,2020-2021,21
Victor Oladipo,28,IND,SG,9,9,300,0,60,41,0,0,4.4,4.8,9,6,8,2,15,89,4,11,,2020-2021,8
Victor Oladipo,28,HOU,SG,20,20,669,8,75,16,1,0,-6.3,2.1,24,18,19,5,36,248,9,25,,2020-2021,10
Victor Oladipo,28,MIA,SG,4,4,111,50,20,30,0,0,-8.2,-8.5,8,3,5,1,7,36,1,3,,2020-2021,3
Gary Harris,26,2TM,SG,39,38,1080,1,79,20,0,0,-4.1,-2.9,20,8,40,3,35,194,8,25,,2020-2021,5
Gary Harris,26,DEN,SG,19,19,581,1,80,19,0,0,7.9,3.7,6,3,22,1,13,81,4,6,,2020-2021,4
Gary Harris,26,ORL,SG,20,19,499,0,78,22,0,0,-18.0,-10.6,14,5,18,2,22,113,4,19,,2020-2021,1
Cameron Payne,26,PHO,PG,60,1,1079,92,8,0,0,0,8.7,3.7,37,11,43,3,23,534,3,15,,2020-2021,22
Damion Lee,28,GSW,SG,57,1,1079,0,61,36,3,0,0.9,0.0,17,6,41,5,14,178,5,3,,2020-2021,16
Terence Davis,23,2TM,SG,61,4,1074,5,48,46,1,0,-2.6,-0.4,35,16,44,6,27,202,9,30,,2020-2021,2
Terence Davis,23,TOR,SG,34,4,493,5,48,46,1,0,0.7,1.7,17,6,19,3,9,95,6,13,,2020-2021,0
Terence Davis,23,SAC,SG,27,0,581,6,48,46,1,0,-5.4,-2.1,18,10,25,3,18,107,3,17,,2020-2021,2
KJ Martin,20,HOU,SF,45,8,1068,0,3,40,48,9,-11.9,-5.5,11,15,55,8,44,125,8,25,,2020-2021,2
Derrick White,26,SAS,SG,36,32,1064,13,70,17,0,0,4.9,9.4,26,12,45,1,51,289,12,29,,2020-2021,29
Furkan Korkmaz,23,PHI,SG,55,11,1062,0,16,55,28,1,6.9,1.8,31,9,35,1,33,195,6,11,,2020-2021,9
Devin Vassell,20,SAS,SF,62,7,1056,1,46,52,1,0,-2.5,-1.1,11,3,51,0,26,138,7,7,,2020-2021,3
Brad Wanamaker,31,2TM,PG,61,0,1053,70,30,1,0,0,-5.0,-5.3,35,18,39,6,48,431,15,35,,2020-2021,8
Brad Wanamaker,31,GSW,PG,39,0,625,66,33,1,0,0,0.0,-1.1,17,9,23,2,27,248,8,22,,2020-2021,7
Brad Wanamaker,31,CHO,PG,22,0,428,75,25,0,0,0,-12.2,-11.4,18,9,16,4,21,183,7,13,,2020-2021,1
Timothé Luwawu-Cabarrot,25,BRK,SF,58,7,1050,0,6,59,34,0,-0.4,-7.7,22,14,56,3,20,167,4,15,,2020-2021,6
De'Anthony Melton,22,MEM,PG,52,1,1045,12,87,1,0,0,6.0,6.7,35,21,46,6,24,307,6,23,,2020-2021,0
James Johnson,33,2TM,PF,51,12,1043,0,1,20,78,1,-5.8,-7.8,20,18,70,10,38,238,11,15,,2020-2021,3
James Johnson,33,DAL,PF,29,1,504,0,0,2,96,2,-4.4,-7.8,13,7,31,5,15,126,7,5,,2020-2021,0
James Johnson,33,NOP,PF,22,11,539,0,2,37,61,0,-7.2,-7.8,7,11,39,5,23,112,4,10,,2020-2021,3
Derrick Favors,29,UTA,C,68,0,1039,0,0,0,2,98,1.3,-11.7,18,4,101,9,37,124,12,16,,2020-2021,2
Garrison Mathews,24,WAS,SG,64,24,1038,2,20,73,4,0,-5.5,-5.2,5,4,54,1,32,65,5,9,,2020-2021,43
Denzel Valentine,27,CHI,SG,62,3,1036,7,36,50,7,0,2.0,4.0,23,6,38,3,5,257,2,14,,2020-2021,2
Wayne Ellington,33,DET,SG,46,31,1012,0,90,10,0,0,-4.2,0.5,25,5,24,2,8,158,2,7,,2020-2021,4
Nickeil Alexander-Walker,22,NOP,SG,46,13,1007,3,86,12,0,0,-2.5,-2.7,41,15,47,3,29,233,9,34,,2020-2021,11
Stanley Johnson,24,TOR,PF,61,13,1006,0,1,37,55,7,-6.2,-7.7,29,9,51,12,27,220,7,15,,2020-2021,5
Cody Zeller,28,CHO,C,48,21,1005,0,0,0,0,100,1.0,4.5,22,14,57,13,59,212,14,30,,2020-2021,13
Marc Gasol,36,LAL,C,52,42,993,0,0,0,0,100,3.8,1.7,38,4,61,10,20,252,8,5,,2020-2021,7
Tony Snell,29,ATL,SG,47,23,992,0,45,54,1,0,3.7,1.5,13,3,41,2,6,147,2,8,,2020-2021,1
Jordan Poole,21,GSW,SG,51,7,988,28,55,14,3,0,-0.1,-1.4,20,18,41,3,53,241,12,17,,2020-2021,6
James Ennis III,30,ORL,SF,41,37,986,3,30,51,16,0,-3.5,7.6,12,13,40,7,40,142,9,19,,2020-2021,12
Robert Williams,23,BOS,C,52,13,985,0,0,0,8,92,0.3,-0.9,28,9,72,9,37,233,11,8,,2020-2021,1
Aron Baynes,34,TOR,C,53,31,980,0,0,0,0,100,-4.9,-5.9,13,9,57,18,20,116,4,15,,2020-2021,13
Alex Len,27,2TM,C,64,42,979,0,0,0,0,100,-4.8,-3.7,15,17,81,17,62,123,10,20,,2020-2021,1
Alex Len,27,TOR,C,7,2,76,0,0,0,0,100,-14.7,-14.3,1,2,6,3,3,9,0,1,,2020-2021,0
Alex Len,27,WAS,C,57,40,903,0,0,0,0,100,-3.9,-2.8,14,15,75,14,59,114,10,19,,2020-2021,1
DeAndre' Bembry,26,TOR,SF,51,12,972,4,41,52,3,0,0.7,2.0,41,22,30,2,34,263,7,21,,2020-2021,9
Dwight Powell,29,DAL,C,58,19,966,0,0,0,14,87,4.0,2.4,9,10,72,16,51,152,9,16,,2020-2021,14
Jaxson Hayes,20,NOP,C,60,3,964,0,0,0,9,91,-1.0,-0.6,14,8,57,11,64,85,17,20,,2020-2021,5
Serge Ibaka,31,LAC,C,41,39,955,0,0,0,0,100,7.8,1.8,13,12,40,11,28,185,9,11,,2020-2021,2
Semi Ojeleye,26,BOS,PF,56,15,950,0,0,3,94,3,0.3,-0.9,8,2,34,4,15,86,4,10,,2020-2021,11
Jeff Teague,32,2TM,PG,55,7,950,91,9,0,0,0,2.1,-0.4,41,19,28,2,50,311,9,17,,2020-2021,2
Jeff Teague,32,BOS,PG,34,5,616,86,14,0,0,0,2.8,2.2,24,12,20,1,28,165,4,10,,2020-2021,2
Jeff Teague,32,MIL,PG,21,2,334,100,0,0,0,0,1.0,-5.1,17,7,8,1,22,146,5,7,,2020-2021,0
Rodney Hood,28,2TM,SF,55,5,942,1,25,66,8,0,-6.4,-9.4,17,10,37,7,15,140,4,8,,2020-2021,6
Rodney Hood,28,POR,SF,38,5,726,0,20,72,8,0,-5.7,-9.6,16,8,29,5,7,126,2,6,,2020-2021,6
Rodney Hood,28,TOR,SF,17,0,216,5,42,47,7,0,-8.9,-8.6,1,2,8,2,8,14,2,2,,2020-2021,0
Jordan McLaughlin,24,MIN,PG,51,2,938,100,0,0,0,0,-6.4,-1.4,34,13,23,2,6,461,1,24,,2020-2021,13
Taj Gibson,35,NYK,C,45,3,936,0,0,0,3,98,7.9,7.4,12,5,50,4,24,86,4,14,,2020-2021,9
Tyrese Maxey,20,PHI,SG,61,8,935,42,47,11,0,0,-2.1,-10.6,22,11,47,2,37,291,13,25,,2020-2021,2
Danuel House Jr.,27,HOU,SF,36,23,932,0,0,25,61,14,-12.1,-5.5,19,8,40,5,32,180,8,11,,2020-2021,8
Malachi Flynn,22,TOR,PG,47,14,928,100,0,0,0,0,-5.3,-6.2,24,11,34,4,23,336,9,13,,2020-2021,3
Ish Smith,32,WAS,PG,44,1,924,100,0,0,0,0,2.4,5.7,24,12,33,2,15,416,3,10,,2020-2021,20
Moses Brown,21,OKC,C,43,32,920,0,0,0,0,100,-19.1,-11.3,5,14,55,11,61,23,14,28,,2020-2021,2
Trey Burke,28,DAL,PG,62,1,911,99,1,0,0,0,0.6,-2.2,22,4,33,3,22,203,4,17,,2020-2021,9
Damyean Dotson,26,CLE,SG,46,7,907,33,47,20,1,0,-11.9,-4.8,25,9,21,4,17,215,3,14,,2020-2021,2
Willie Cauley-Stein,27,DAL,C,53,16,906,0,0,0,15,85,7.9,7.6,15,7,85,5,37,86,6,12,,2020-2021,8
Taurean Prince,26,2TM,PF,41,10,905,0,1,46,53,0,-5.3,0.1,27,10,37,5,30,173,7,15,,2020-2021,10
Taurean Prince,26,BRK,PF,12,4,218,0,0,71,29,0,-2.8,-8.3,7,2,7,2,10,17,2,3,,2020-2021,2
Taurean Prince,26,CLE,PF,29,6,687,0,1,39,60,0,-6.1,2.8,20,8,30,3,20,156,5,12,,2020-2021,8
Ben McLemore,27,2TM,SG,53,5,905,53,43,4,0,0,-5.1,-1.6,23,12,47,6,19,93,4,16,,2020-2021,2
Ben McLemore,27,HOU,SG,32,4,537,65,33,2,0,0,-8.2,-0.2,17,7,26,4,13,69,3,9,,2020-2021,1
Ben McLemore,27,LAL,SG,21,1,368,35,58,7,0,0,-0.6,-3.6,6,5,21,2,6,24,1,7,,2020-2021,1
Kira Lewis Jr.,19,NOP,PG,54,0,904,100,0,0,0,0,0.7,1.8,21,3,56,1,20,292,2,26,,2020-2021,12
Jalen McDaniels,23,CHO,SF,47,18,904,0,0,65,35,0,-9.0,-9.2,17,10,44,7,33,135,9,23,,2020-2021,6
Juancho Hernangómez,25,MIN,PF,52,6,900,0,0,23,77,0,-4.3,1.5,10,4,20,4,49,88,12,19,,2020-2021,1
R.J. Hampton,19,2TM,SG,51,1,888,17,70,13,0,0,-13.6,-9.5,32,14,28,4,37,210,6,19,,2020-2021,2
R.J. Hampton,19,DEN,SG,25,0,233,26,51,22,0,0,-10.9,-16.9,4,4,9,2,4,37,0,4,,2020-2021,1
R.J. Hampton,19,ORL,SG,26,1,655,14,76,9,1,0,-14.5,-6.9,28,10,19,2,33,173,6,15,,2020-2021,1
Jusuf Nurkić,26,POR,C,37,37,880,0,0,0,0,100,7.3,7.3,34,14,56,19,57,302,15,30,,2020-2021,7
Malik Monk,22,CHO,SG,42,0,878,5,66,29,0,0,0.5,3.5,37,9,24,6,31,207,9,19,,2020-2021,3
Dario Šarić,26,PHO,C,50,4,871,0,0,0,19,82,11.4,7.1,23,17,59,9,44,156,7,30,,2020-2021,9
Sekou Doumbouya,20,DET,PF,56,11,869,0,0,0,93,6,-7.0,-3.3,9,14,29,11,32,112,6,29,,2020-2021,3
